"","unique_identifier","dataset","population_id","plot","previous_generation","line","genealogy","pedigree","rep","treatment","block","row","col","trial","env","ADAPT","DF","DPM","FeSEED","FLCOL","GH","MEHA","MT2H","PHI","PLHA","POM","POM_corrected","PSC","seed_weight_PHI","SW100","SCP","SDBR","SSC","SSZ","total_weight_PHI","TSW","YDHA","YDHPL","ZnSEED","No_SEEDS","person","YdHa","POM_c2"
"6258","16ACC01803.000","Pal16C_drt",65,1803,NA,"DAA_003",NA,"DAB65 x SAB627","R3","T257","B19",42,27,"trial4","drought",NA,33,63,NA,"BYR",NA,3.5,2.1,NA,43,11.2,11.2,NA,NA,27,NA,NA,NA,NA,NA,349.272,1717.351,1677.412,NA,NA,NA,1624.521,11.2
"6259","16ACC01804.000","Pal16C_drt",65,1804,NA,"DAN_015",NA,"(SAB725 x KATB1) x NUA 424","R3","T244","B19",42,28,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,38,10.9,10.9,NA,NA,33,NA,NA,NA,NA,NA,301.158,1485.78,1642.177,NA,NA,NA,1405.467,10.9
"6260","16ACC01805.000","Pal16C_drt",65,1805,NA,"DAB_244",NA,"(SAB  628xCAL  143) X SAB  659","R3","T78","B19",42,29,"trial4","drought",NA,33,62,NA,"L",NA,2.9,1.74,NA,38,11.6,11.6,NA,NA,30,NA,NA,NA,NA,NA,326.592,1929.346,1766.875,NA,NA,NA,1512.19,11.6
"6261","16ACC01806.000","Pal16C_drt",65,1806,NA,"DAA_006",NA,"DAB105 x SAB711","R3","T260","B19",42,30,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,47,12.4,12.4,NA,NA,29,NA,NA,NA,NA,NA,521.64,2530.214,2261.042,NA,NA,NA,2393.446,12.4
"6262","16ACC01807.000","Pal16C_drt",65,1807,NA,"LPA_467",NA,"(SUG47 x SEA5) x (SUG47 x USA63) x SAB682","R3","T162","B19",42,31,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,30,11.3,11.3,NA,NA,36,NA,NA,NA,NA,NA,385.56,1893.642,2651.099,NA,NA,NA,1791.283,11.3
"6263","16ACC01808.000","Pal16C_drt",65,1808,NA,"CMB_045",NA,NA,"R3","T289","B19",42,32,"trial4","drought",NA,32,62,NA,"L",NA,2.7,1.62,NA,26,11.1,11.6,NA,NA,41,NA,NA,NA,NA,NA,208.656,1323.944,1649.838,NA,NA,NA,967.2143,11.5
"6264","16ACC01809.000","Pal16C_drt",65,1809,NA,"DAB_277",NA,"(SAB  628xCAL  143) X SAB  659","R3","T83","B19",42,33,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,42,11.5,11.5,NA,NA,34,NA,NA,NA,NA,NA,439.992,2156.107,2156.107,NA,NA,NA,2039.561,11.5
"6265","16ACC01810.000","Pal16C_drt",65,1810,NA,"DAN_016",NA,"(SAB730 x KATB1) x NUA 424","R3","T245","B20",42,34,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,45,12.5,12.5,NA,NA,33,NA,NA,NA,NA,NA,367.416,1780.116,1661.442,NA,NA,NA,1683.894,12.5
"6266","16ACC01811.000","Pal16C_drt",65,1811,"14ACC01402.000","DAA_078","SA  26738-(M)CF2-5C-(CM)C-(M)C","DAB  295 x DAB  317","R3","T356","B20",42,35,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,40,11.2,11.2,NA,NA,32,NA,NA,NA,NA,NA,453.6,2230.326,2341.842,NA,NA,NA,2109.767,11.2
"6267","16ACC01812.000","Pal16C_drt",65,1812,NA,"DAB_917",NA,"SAB650 x KATB9","R3","T10","B20",42,36,"trial4","drought",NA,34,63,NA,"B",NA,3.5,2.1,NA,45,11.3,11.3,NA,NA,34,NA,NA,NA,NA,NA,430.92,2116.423,1975.328,NA,NA,NA,2002.022,11.3
"6268","16ACC01813.000","Pal16C_drt",65,1813,"14ACC01413.000","DAA_094","SA  26733-(M)CF2-6C-(CM)C-(M)C","DAB  295 x DAB  525","R3","T358","B20",42,37,"trial4","drought",NA,34,62,NA,"L",NA,3.5,2.1,NA,39,12.1,12.1,NA,NA,32,NA,NA,NA,NA,NA,381.024,1854.486,1997.138,NA,NA,NA,1754.243,12.1
"6269","16ACC01814.000","Pal16C_drt",65,1814,NA,"DAN_001",NA,"(SAB645 x KATB1) x NUA 424","R3","T230","B20",42,38,"trial4","drought",NA,34,62,NA,"L",NA,3.5,2.1,NA,37,11.9,11.9,NA,NA,30,NA,NA,NA,NA,NA,408.24,1991.47,2260.587,NA,NA,NA,1883.823,11.9
"6270","16ACC01815.000","Pal16C_drt",65,1815,NA,"DAB_603",NA,"SUG47xRAA30","R3","T101","B20",42,39,"trial4","drought",NA,34,62,NA,"B",NA,3.5,2.1,NA,41,11.6,11.6,NA,NA,28,NA,NA,NA,NA,NA,294.84,1443.181,1478.381,NA,NA,NA,1365.172,11.6
"6271","16ACC01816.000","Pal16C_drt",65,1816,NA,"DAB_579",NA,"BRB211xRMC57","R3","T117","B20",42,40,"trial4","drought",NA,NA,62,NA,NA,NA,3.5,2.1,NA,44,11,11,NA,NA,30,NA,NA,NA,NA,NA,317.52,1564.744,1493.619,NA,NA,NA,1480.163,11
"6272","16ACC01817.000","Pal16C_drt",65,1817,NA,"DAA_004",NA,"DAB79 x SAB650","R3","T258","B20",42,41,"trial4","drought",NA,31,63,NA,"B",NA,3.5,2.1,NA,42,11.2,11.2,NA,NA,26,NA,NA,NA,NA,NA,281.232,1382.802,1382.802,NA,NA,NA,1308.056,11.2
"6273","16ACC01818.000","Pal16C_drt",65,1818,NA,"ACC_025",NA,"AFR298 x (RMX2 x BRB266)","R3","T44","B20",42,42,"trial4","drought",NA,31,62,NA,"L",NA,3.2,1.92,NA,34,11.3,11.6,NA,NA,24,NA,NA,NA,NA,NA,222.264,1189.931,1343.922,NA,NA,NA,1030.294,11.5
"6274","16ACC01819.000","Pal16C_drt",65,1819,NA,"SAB_659",NA,NA,"R3","T385","B20",41,42,"trial4","drought",NA,31,62,NA,"B",NA,3.5,2.1,NA,40,11.1,11.1,NA,NA,34,NA,NA,NA,NA,NA,381.024,1875.583,1969.362,NA,NA,NA,1774.2,11.1
"6275","16ACC01820.000","Pal16C_drt",65,1820,"14ACC01582.000","DAA_111",".  25225-  7 W F2_(CM)Z-(CM)W-3Z-(CM)Z-(M)Z)","(RMA66 x BRB214) x SEQ1027","R3","T364","B20",41,41,"trial4","drought",NA,32,63,NA,"BYR",NA,3.5,2.1,NA,41,13,13,NA,NA,24,NA,NA,NA,NA,NA,281.232,1354.772,1387.815,NA,NA,NA,1281.541,13
"6276","16ACC01821.000","Pal16C_drt",65,1821,NA,"DOR_390",NA,NA,"R3","T378","B20",41,40,"trial4","drought",NA,NA,63,NA,NA,NA,3.5,2.1,NA,43,13.1,13.1,NA,NA,16,NA,NA,NA,NA,NA,521.64,2509.995,2451.623,NA,NA,NA,2374.32,13.1
"6277","16ACC01822.000","Pal16C_drt",65,1822,NA,"ACC_010",NA,"((RMC58 x BRB263) x (RMC65 x BRB265)) x AND620","R3","T38","B20",41,39,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,40,11.3,11.3,NA,NA,31,NA,NA,NA,NA,NA,322.056,1581.748,1660.835,NA,NA,NA,1496.248,11.3
"6278","16ACC01823.000","Pal16C_drt",65,1823,NA,"CMB_004",NA,NA,"R3","T278","B20",41,38,"trial4","drought",NA,32,63,NA,"BYR",NA,3.5,2.1,NA,30,11.5,11.6,NA,NA,30,NA,NA,NA,NA,NA,204.12,999.1256,1398.776,NA,NA,NA,946.1879,11.5
"6279","16ACC01824.000","Pal16C_drt",65,1824,NA,"DAB_236",NA,"(SAB  628xCAL  143) X SAB  659","R3","T81","B20",41,37,"trial4","drought",NA,32,62,NA,"LYB",NA,3.5,2.1,NA,41,11,11,NA,NA,34,NA,NA,NA,NA,NA,417.312,2056.521,2106.68,NA,NA,NA,1945.358,11
"6280","16ACC01825.000","Pal16C_drt",65,1825,"14ACC00714.000","DAA_060","AS  17541-12C F2-(CM)C-2C-(CM)C-(M)C","(SAB  659xSAA   20) X (SAP    1-15xDAB  528)","R3","T332","B20",41,36,"trial4","drought",NA,32,62,NA,"B",NA,3,1.8,NA,42,11.6,11.6,NA,NA,34,NA,NA,NA,NA,NA,383.292,2188.825,1876.136,NA,NA,NA,1774.723,11.6
"6281","16ACC01826.000","Pal16C_drt",65,1826,NA,"ACC_009",NA,"RAA34 x RMA60","R3","T27","B20",41,35,"trial4","drought",NA,NA,62,NA,NA,NA,3.5,2.1,NA,39,11.2,11.6,NA,NA,30,NA,NA,NA,NA,NA,231.336,1132.342,1219.446,NA,NA,NA,1072.346,11.5
"6282","16ACC01827.000","Pal16C_drt",65,1827,NA,"ICA_CALIMA",NA,NA,"R3","T380","B20",41,34,"trial4","drought",NA,33,63,NA,"B",NA,3.5,2.1,NA,40,11.2,11.6,NA,NA,27,NA,NA,NA,NA,NA,155.142,759.3883,797.3577,NA,NA,NA,719.1529,11.5
"6283","16ACC01828.000","Pal16C_drt",65,1828,NA,"DAB_624",NA,"SAB560xRMC57","R3","T147","B19",41,33,"trial4","drought",NA,33,63,NA,"L",NA,3.5,2.1,NA,40,11,11,NA,NA,29,NA,NA,NA,NA,NA,349.272,1721.219,1807.28,NA,NA,NA,1628.18,11
"6284","16ACC01829.000","Pal16C_drt",65,1829,"14ACC00361.000","DAA_142","SZ  17550-4C F2-(CM)C-5C-(CM)C-(M)C","(DAB  528xMAZ   21) X (DAB  555xSAA   17)","R3","T317","B19",41,32,"trial4","drought",NA,32,63,NA,"B",NA,3.1,1.86,NA,44,12.4,12.4,NA,NA,36,NA,NA,NA,NA,NA,340.2,1863.061,1575.133,NA,NA,NA,1560.943,12.4
"6285","16ACC01830.000","Pal16C_drt",65,1830,NA,"CMB_103",NA,NA,"R3","T272","B19",41,31,"trial4","drought",NA,32,63,NA,"B",NA,2.4,1.44,NA,27,9.8,11.6,NA,NA,25,NA,NA,NA,NA,NA,99.792,712.3395,759.8288,NA,NA,NA,462.5808,11.5
"6286","16ACC01831.000","Pal16C_drt",65,1831,NA,"DAD_036",NA,"ALP77 x (PINTOVILLA x ALP77)","R3","T205","B19",41,30,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,45,11.1,11.6,NA,NA,29,NA,NA,NA,NA,NA,232.713,1139.082,1063.144,NA,NA,NA,1078.729,11.5
"6287","16ACC01832.000","Pal16C_drt",65,1832,NA,"DAB_396",NA,"(CAL  143xSAB  620) X SAB  626","R3","T80","B19",41,29,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,43,11.3,11.3,NA,NA,30,NA,NA,NA,NA,NA,378.729,1860.092,1816.834,NA,NA,NA,1759.547,11.3
"6288","16ACC01833.000","Pal16C_drt",65,1833,"14ACC01580.000","DAA_114",".  25175-  5 W F2_(CM)Z-(CM)W-2Z-(CM)Z-(M)Z)","(VAX3 x BRB265) x AFR298","R3","T367","B19",41,28,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,44,11.2,11.2,NA,NA,27,NA,NA,NA,NA,NA,303.912,1494.318,1426.395,NA,NA,NA,1413.544,11.2
"6289","16ACC01834.000","Pal16C_drt",65,1834,NA,"DAB_939",NA,"SAB659 x KATB1","R3","T50","B19",41,27,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,42,11,11,NA,NA,33,NA,NA,NA,NA,NA,353.808,1743.572,1743.572,NA,NA,NA,1649.325,11
"6290","16ACC01835.000","Pal16C_drt",65,1835,NA,"DAA_005",NA,"DAB105 x SAB711","R3","T259","B19",41,26,"trial4","drought",NA,31,62,NA,"L",NA,3.5,2.1,NA,48,11.4,11.4,NA,NA,28,NA,NA,NA,NA,NA,408.24,2002.772,1752.426,NA,NA,NA,1894.514,11.4
"6291","16ACC01836.000","Pal16C_drt",65,1836,NA,"DAA_007",NA,"DAB105 x SAB621","R3","T262","B19",41,25,"trial4","drought",NA,31,62,NA,"L",NA,3.5,2.1,NA,47,11.7,11.7,NA,NA,32,NA,NA,NA,NA,NA,435.456,2129.057,1902.561,NA,NA,NA,2013.973,11.7
"6292","16ACC01837.000","Pal16C_drt",65,1837,NA,"DAN_028",NA,NA,"R3","T266","B17",40,25,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,48,11.6,11.6,NA,NA,30,NA,NA,NA,NA,NA,421.848,2064.86,1806.752,NA,NA,NA,1953.246,11.6
"6293","16ACC01838.000","Pal16C_drt",65,1838,NA,"SAB_626",NA,"(COS   16xICA QUIMBAYA)F1xSAB  258","R3","T175","B17",40,26,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,43,11.3,11.3,NA,NA,31,NA,NA,NA,NA,NA,323.973,1591.163,1554.159,NA,NA,NA,1505.154,11.3
"6294","16ACC01839.000","Pal16C_drt",65,1839,NA,"DAB_598",NA,"SAB560xRMC57","R3","T144","B17",40,27,"trial4","drought",NA,33,63,NA,"L",NA,3.5,2.1,NA,40,11.3,11.3,NA,NA,31,NA,NA,NA,NA,NA,403.704,1982.754,2081.892,NA,NA,NA,1875.579,11.3
"6295","16ACC01840.000","Pal16C_drt",65,1840,"14ACC00711.000","DAA_052","AS  17540-12C F2-(CM)C-1C-(CM)C-(M)C","(SAB  659xSAA   17) X (SAP    1-15xDAB  528)","R3","T335","B17",40,28,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,47,11.1,11.1,NA,NA,36,NA,NA,NA,NA,NA,433.485,2133.822,1906.819,NA,NA,NA,2018.48,11.1
"6296","16ACC01841.000","Pal16C_drt",65,1841,NA,"DAB_251",NA,"(SAB  628xCAL  143) X SAB  659","R3","T88","B17",40,29,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,37,11,11,NA,NA,33,NA,NA,NA,NA,NA,430.92,2123.581,2410.552,NA,NA,NA,2008.793,11
"6297","16ACC01842.000","Pal16C_drt",65,1842,NA,"G4494",NA,NA,"R3","T210","B17",40,30,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,44,12,12,NA,NA,23,NA,NA,NA,NA,NA,312.984,1525.06,1455.74,NA,NA,NA,1442.625,12
"6298","16ACC01843.000","Pal16C_drt",65,1843,NA,"DAB_520",NA,"(KAT   B1xSAB  618) X (SAB  623xSAB  627)","R3","T94","B17",40,31,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,39,11.2,11.2,NA,NA,34,NA,NA,NA,NA,NA,399.168,1962.687,2113.662,NA,NA,NA,1856.595,11.2
"6299","16ACC01844.000","Pal16C_drt",65,1844,NA,"DAB_631",NA,"SAB568xRMA66","R3","T152","B17",40,32,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,46,11.3,11.6,NA,NA,22,NA,NA,NA,NA,NA,223.587,1094.413,999.2462,NA,NA,NA,1036.426,11.5
"6300","16ACC01845.000","Pal16C_drt",65,1845,"14ACC00358.000","DAA_145","SZ  17572-2C F2-(CM)C-4C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R3","T310","B17",40,33,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,40,11.5,11.5,NA,NA,33,NA,NA,NA,NA,NA,349.272,1711.549,1797.126,NA,NA,NA,1619.033,11.5
"6301","16ACC01846.000","Pal16C_drt",65,1846,NA,"DAB_913",NA,"SAB645 x KATB9","R3","T6","B18",40,34,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,44,11.9,11.9,NA,NA,23,NA,NA,NA,NA,NA,349.272,1703.813,1626.367,NA,NA,NA,1611.715,11.9
"6302","16ACC01847.000","Pal16C_drt",65,1847,NA,"DAB_572",NA,"PVA773xAFR298","R3","T108","B18",40,35,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,42,12,12,NA,NA,28,NA,NA,NA,NA,NA,294.84,1436.651,1436.651,NA,NA,NA,1358.994,12
"6303","16ACC01848.000","Pal16C_drt",65,1848,NA,"DAB_353",NA,"(G 23227xSAB  627) X SAB  659","R3","T74","B18",40,36,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,40,12,12,NA,NA,28,NA,NA,NA,NA,NA,340.2,1657.674,1740.558,NA,NA,NA,1568.07,12
"6304","16ACC01849.000","Pal16C_drt",65,1849,NA,"NUA_520",NA,"RADICALCERINZA x BID115","R3","T149","B18",40,37,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,34,11.8,11.6,NA,NA,31,NA,NA,NA,NA,NA,173.394,848.7281,1048.429,NA,NA,NA,803.7591,11.5
"6305","16ACC01850.000","Pal16C_drt",65,1850,"14ACC01585.000","DAA_118",".  25174- 12 W F2_(CM)Z-(CM)W-2Z-(CM)Z-(M)Z)","AFR298 x (RMC65 x BRB215)","R3","T371","B18",40,38,"trial4","drought",NA,32,63,NA,NA,NA,3.5,2.1,NA,41,11.9,11.9,NA,NA,26,NA,NA,NA,NA,NA,362.88,1770.195,1813.371,NA,NA,NA,1674.509,11.9
"6306","16ACC01851.000","Pal16C_drt",65,1851,NA,"NUA_398",NA,"NUA35 x (SUG131 x G23823E)","R3","T228","B18",40,39,"trial4","drought",NA,32,62,NA,"B",NA,3,1.8,NA,27,11.7,11.7,NA,NA,30,NA,NA,NA,NA,NA,337.662,1926.069,2568.093,NA,NA,NA,1561.678,11.7
"6307","16ACC01852.000","Pal16C_drt",65,1852,NA,"NUA_035",NA,"CAL   96 X (CAL   96 X G  14519)","R3","T5","B18",40,40,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,42,11.3,11.3,NA,NA,36,NA,NA,NA,NA,NA,340.2,1670.86,1670.86,NA,NA,NA,1580.544,11.3
"6308","16ACC01853.000","Pal16C_drt",65,1853,NA,"DAB_938",NA,"SAB725 x KATB1","R3","T59","B18",40,41,"trial4","drought",NA,32,63,NA,"L",NA,3.2,1.92,NA,45,13.3,13.3,NA,NA,22,NA,NA,NA,NA,NA,263.088,1381.403,1178.797,NA,NA,NA,1194.727,13.3
"6309","16ACC01854.000","Pal16C_drt",65,1854,NA,"DAB_902",NA,"SAB626 x KATB9","R3","T4","B18",40,42,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,46,11.7,11.7,NA,NA,30,NA,NA,NA,NA,NA,467.208,2284.3,2085.666,NA,NA,NA,2160.825,11.7
"6310","16ACC01855.000","Pal16C_drt",65,1855,NA,"AFR_298",NA,NA,"R3","T381","B18",39,42,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,39,12.1,12.1,NA,NA,38,NA,NA,NA,NA,NA,403.704,1964.872,2116.016,NA,NA,NA,1858.662,12.1
"6311","16ACC01856.000","Pal16C_drt",65,1856,"14ACC00744.000","DAA_014","AS  17573-6C F2-(CM)C-2C-(CM)C-(M)C","DAB  489 X (SAB  659xSAA   17)","R3","T330","B18",39,41,"trial4","drought",NA,33,62,NA,"L",NA,3,1.8,NA,33,11.9,11.9,NA,NA,37,NA,NA,NA,NA,NA,367.416,2091.043,2281.138,NA,NA,NA,1695.44,11.9
"6312","16ACC01857.000","Pal16C_drt",65,1857,NA,"LPA_164",NA,NA,"R3","T294","B18",39,40,"trial4","drought",NA,33,62,NA,"BYR",NA,3.5,2.1,NA,43,11.3,11.3,NA,NA,34,NA,NA,NA,NA,NA,292.032,1434.288,1400.932,NA,NA,NA,1356.759,11.3
"6313","16ACC01858.000","Pal16C_drt",65,1858,NA,"LPA_736",NA,"SEQ1006 x (SUG47 x USA77) x (PVA773 x SEA5)","R3","T171","B18",39,39,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,41,11.7,11.7,NA,NA,33,NA,NA,NA,NA,NA,408.24,1995.991,2044.673,NA,NA,NA,1888.099,11.7
"6314","16ACC01859.000","Pal16C_drt",65,1859,"14ACC00530.000","DAA_126","NA  26679-36C F2-(CM)C-5C-(CM)C-(M)C","(NUA357 x MAZ21) x DAB525","R3","T340","B18",39,38,"trial4","drought",NA,33,62,NA,"BYR",NA,3.5,2.1,NA,45,11.4,11.4,NA,NA,28,NA,NA,NA,NA,NA,421.848,2069.531,1931.562,NA,NA,NA,1957.665,11.4
"6315","16ACC01860.000","Pal16C_drt",65,1860,NA,"DAN_025",NA,"(SAB659 x KATB9) x NUA35","R3","T254","B18",39,37,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,38,12,12,NA,NA,40,NA,NA,NA,NA,NA,371.952,1812.391,2003.169,NA,NA,NA,1714.424,12
"6316","16ACC01861.000","Pal16C_drt",65,1861,NA,"CMB_095",NA,NA,"R3","T288","B18",39,36,"trial4","drought",NA,33,62,NA,NA,NA,3,1.8,NA,25,11.4,11.6,NA,NA,30,NA,NA,NA,NA,NA,185.976,1062.033,1529.328,NA,NA,NA,862.0823,11.5
"6317","16ACC01862.000","Pal16C_drt",65,1862,NA,"SAB_712",NA,"(ABA   58xICA QUIMBAYA)F1xSAB  258","R3","T183","B18",39,35,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,40,11.5,11.5,NA,NA,29,NA,NA,NA,NA,NA,254.016,1244.763,1307.001,NA,NA,NA,1177.478,11.5
"6318","16ACC01863.000","Pal16C_drt",65,1863,NA,"DAB_932",NA,NA,"R3","T394","B18",39,34,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,42,11.6,11.6,NA,NA,28,NA,NA,NA,NA,NA,353.808,1731.818,1731.818,NA,NA,NA,1638.206,11.6
"6319","16ACC01864.000","Pal16C_drt",65,1864,NA,"DAB_514",NA,"(SAB  630xPAN  127) X SAB  676","R3","T70","B17",39,33,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,45,11,11,NA,NA,31,NA,NA,NA,NA,NA,426.384,2101.228,1961.146,NA,NA,NA,1987.648,11
"6320","16ACC01865.000","Pal16C_drt",65,1865,NA,"DAN_027",NA,NA,"R3","T265","B17",39,32,"trial4","drought",NA,32,63,NA,"B",NA,3.2,1.92,NA,43,11.2,11.2,NA,NA,33,NA,NA,NA,NA,NA,312.984,1683.199,1503.136,NA,NA,NA,1455.74,11.2
"6321","16ACC01866.000","Pal16C_drt",65,1866,NA,"DAB_065",NA,"AFR298 x CAL143","R3","T156","B17",39,31,"trial4","drought",NA,32,64,NA,"L",NA,3.5,2.1,NA,41,11.3,11.3,NA,NA,32,NA,NA,NA,NA,NA,299.376,1470.357,1506.22,NA,NA,NA,1390.878,11.3
"6322","16ACC01867.000","Pal16C_drt",65,1867,"14ACC00130.000","NDZ_002","NA  26682-5C F2-(CM)C-1C-(CM)C-(M)C","(NUA537 x MAZ21) x DAB441","R3","T322","B17",39,30,"trial4","drought",NA,32,64,NA,"L",NA,3.5,2.1,NA,43,11.2,11.2,NA,NA,39,NA,NA,NA,NA,NA,376.488,1851.17,1808.12,NA,NA,NA,1751.107,11.2
"6323","16ACC01868.000","Pal16C_drt",65,1868,NA,"CMB_057",NA,NA,"R3","T284","B17",39,29,"trial4","drought",NA,32,64,NA,NA,NA,2.8,1.68,NA,28,11.9,11.9,NA,NA,38,NA,NA,NA,NA,NA,244.944,1493.602,1792.323,NA,NA,NA,1130.294,11.9
"6324","16ACC01869.000","Pal16C_drt",65,1869,"14ACC00755.000","DAA_013","AS  17573-16C F2-(CM)C-4C-(CM)C-(M)C","DAB  489 X (SAB  659xSAA   17)","R3","T327","B17",39,28,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,42,11.3,11.3,NA,NA,36,NA,NA,NA,NA,NA,476.28,2339.205,2339.205,NA,NA,NA,2212.761,11.3
"6325","16ACC01870.000","Pal16C_drt",65,1870,"14ACC00557.000","DAA_173","NA  26691-1C F2-(CM)C-2C-(CM)C-(M)C","(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712)))","R3","T341","B17",39,27,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,48,11,11,NA,NA,26,NA,NA,NA,NA,NA,312.984,1542.391,1349.592,NA,NA,NA,1459.018,11
"6326","16ACC01871.000","Pal16C_drt",65,1871,NA,"SEQ_1004",NA,"PVA1272 x AFR274","R3","T197","B17",39,26,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,42,12.3,12.3,NA,NA,36,NA,NA,NA,NA,NA,340.2,1652.023,1652.023,NA,NA,NA,1562.725,12.3
"6327","16ACC01872.000","Pal16C_drt",65,1872,NA,"CAL_143",NA,NA,"R3","T377","B17",39,25,"trial4","drought",NA,32,62,NA,NA,NA,3.5,2.1,NA,50,11.5,11.6,NA,NA,0,NA,NA,NA,NA,NA,182.52,893.398,750.4543,NA,NA,NA,846.0622,11.5
"6328","16ACC01873.000","Pal16C_drt",65,1873,NA,"DAB_150",NA,"SAB259 x CAL143","R3","T159","B15",38,25,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,45,12.6,12.6,NA,NA,24,NA,NA,NA,NA,NA,344.736,1668.324,1557.102,NA,NA,NA,1578.144,12.6
"6329","16ACC01874.000","Pal16C_drt",65,1874,NA,"DAB_402",NA,"(SAB  628xCAL  143) X SAB  659","R3","T90","B15",38,26,"trial4","drought",NA,32,62,NA,"BYR",NA,3.5,2.1,NA,39,11.4,11.4,NA,NA,32,NA,NA,NA,NA,NA,426.384,2091.784,2252.691,NA,NA,NA,1978.715,11.4
"6330","16ACC01875.000","Pal16C_drt",65,1875,"14ACC01593.000","DAA_116",".  25168-  6 W F2_(CM)Z-(CM)W-2Z-(CM)Z-(M)Z)","AFR298 x (RMC57 x BRB263)","R3","T369","B15",38,27,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,43,11.6,11.6,NA,NA,27,NA,NA,NA,NA,NA,290.304,1420.979,1387.933,NA,NA,NA,1344.169,11.6
"6331","16ACC01876.000","Pal16C_drt",65,1876,NA,"DAN_029",NA,NA,"R3","T267","B15",38,28,"trial4","drought",NA,33,62,NA,"BYL",NA,3.5,2.1,NA,44,11.1,11.1,NA,NA,27,NA,NA,NA,NA,NA,399.168,1964.897,1875.583,NA,NA,NA,1858.686,11.1
"6332","16ACC01877.000","Pal16C_drt",65,1877,NA,"DAN_021",NA,"(SAB645 x KATB9) x BRB189","R3","T250","B15",38,29,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,40,11,11,NA,NA,33,NA,NA,NA,NA,NA,267.624,1318.856,1384.799,NA,NA,NA,1247.566,11
"6333","16ACC01878.000","Pal16C_drt",65,1878,NA,"LPA_732",NA,"SEQ1006 x (SUG47 x USA77) x (PVA773 x SEA5)","R3","T170","B15",38,30,"trial4","drought",NA,33,63,NA,"B",NA,3.5,2.1,NA,49,11.6,11.6,NA,NA,38,NA,NA,NA,NA,NA,485.352,2375.699,2036.313,NA,NA,NA,2247.282,11.6
"6334","16ACC01879.000","Pal16C_drt",65,1879,NA,"CAL_096",NA,"CALIMA-2xARGENTINO1","R3","T64","B15",38,31,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,38,11.1,11.1,NA,NA,36,NA,NA,NA,NA,NA,385.56,1897.912,2097.692,NA,NA,NA,1795.322,11.1
"6335","16ACC01880.000","Pal16C_drt",65,1880,"13APD02232.000","LPA_777",NA,"SEQ1006 X (SUG47 X USA63) X (PVA773 X SEA5)","R3","T305","B15",38,32,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,44,11.7,11.7,NA,NA,32,NA,NA,NA,NA,NA,326.592,1596.793,1524.211,NA,NA,NA,1510.479,11.7
